ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10422,25,51.75,1,1293.75,2020-05-30,502,In Process,Vintage Cars,53,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,3926.18,1801.62,Marketing
10110,37,146.84,16,5433.08,2018-03-18,1307,Shipped,Classic Cars,124,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,4909.42,1649.08,Logistics
10123,26,118.22,2,3073.72,2018-05-20,1245,Shipped,Classic Cars,124,S18_1589,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium,1601.43,1819.33,Raw Materials
10137,44,99.55,2,4380.2,2018-07-10,1195,Shipped,Classic Cars,124,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,3562.97,2029.06,Marketing
10148,47,124.44,9,5848.68,2018-09-11,1133,Shipped,Classic Cars,124,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,2349.36,1683.81,Raw Materials
10161,43,143.11,8,6153.73,2018-10-17,1098,Shipped,Classic Cars,124,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,2512.87,1574.04,Marketing
10172,42,118.22,6,4965.24,2018-11-05,1080,Shipped,Classic Cars,124,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,2407.61,1059.47,Utilities
10181,42,129.42,2,5435.64,2018-11-12,1074,Shipped,Classic Cars,124,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,2136.01,1143.89,Raw Materials
10192,29,146.84,7,4258.36,2018-11-20,1067,Shipped,Classic Cars,124,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,3048.52,2093.37,Utilities
10204,40,100.8,13,4032.0,2018-12-02,1056,Shipped,Classic Cars,124,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2169.05,2218.17,Logistics
10212,38,118.22,6,4492.36,2019-01-16,1012,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3270.46,1380.94,Salaries
10226,38,109.51,4,4161.38,2019-02-26,972,Shipped,Classic Cars,124,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,2949.76,1523.0,Salaries
10241,21,119.46,11,2508.66,2019-04-13,927,Shipped,Classic Cars,124,S18_1589,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,2761.05,1047.69,Logistics
10253,24,140.62,1,3374.88,2019-06-01,879,Cancelled,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,2092.44,2086.38,Logistics
10266,36,144.35,2,5196.6,2019-07-06,845,Shipped,Classic Cars,124,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,2423.23,1832.71,Marketing
10278,23,113.24,2,2604.52,2019-08-06,815,Shipped,Classic Cars,124,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,3755.39,2470.61,Salaries
10288,20,146.84,14,2936.8,2019-09-01,790,Shipped,Classic Cars,124,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,3500.92,1060.84,Utilities
10301,32,107.02,4,3424.64,2018-10-05,1122,Shipped,Classic Cars,124,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium,2022.44,1311.0,Raw Materials
10311,29,100.8,9,2923.2,2019-10-16,747,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3099.33,1615.72,Marketing
10321,44,102.04,6,4489.76,2019-11-04,729,Shipped,Classic Cars,124,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium,3751.39,1823.24,Utilities
10331,44,110.21,14,4849.24,2019-11-17,717,Shipped,Classic Cars,124,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,1330.59,1392.17,Raw Materials
10343,36,162.47,4,5848.92,2019-11-24,711,Shipped,Classic Cars,124,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,3543.36,1063.52,Marketing
10367,49,56.3,1,2758.7,2020-01-12,663,Resolved,Classic Cars,124,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,2337.38,1940.7,Salaries
10378,34,42.64,5,1449.76,2020-02-10,635,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3570.6,1860.57,Raw Materials
10407,59,119.46,11,7048.14,2020-04-22,564,On Hold,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Large,2236.74,1041.86,Logistics
10419,37,140.62,1,5202.94,2020-05-17,540,Shipped,Classic Cars,124,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,1195.12,2177.72,Salaries
10106,36,146.65,12,5279.4,2018-02-17,1361,Shipped,Planes,157,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,1372.46,2085.1,Utilities
10119,43,160.84,3,6916.12,2018-04-28,1292,Shipped,Planes,157,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,3048.08,1567.15,Raw Materials
10131,21,132.46,4,2781.66,2018-06-16,1244,Shipped,Planes,157,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small,3259.72,1539.8,Salaries
10143,32,164.0,7,5248.0,2018-08-10,1190,Shipped,Planes,157,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,2095.68,1777.03,Logistics
10155,38,171.88,5,6531.44,2018-10-06,1134,Shipped,Planes,157,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,3638.59,1069.15,Salaries
10167,43,134.04,1,5763.72,2018-10-23,1118,Cancelled,Planes,157,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,1338.48,1515.02,Salaries
10178,42,154.54,4,6490.68,2018-11-08,1103,Shipped,Planes,157,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2933.92,423.81,Salaries
10186,32,187.65,1,6004.8,2018-11-14,1098,Shipped,Planes,157,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium,1788.98,1938.23,Utilities
10198,42,178.19,4,7483.98,2018-11-27,1086,Shipped,Planes,157,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Large,2348.16,719.25,Marketing
10210,31,184.5,17,5719.5,2019-01-12,1041,Shipped,Planes,157,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium,3047.4,2251.71,Salaries
10222,49,141.92,4,6954.08,2019-02-19,1004,Shipped,Planes,157,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,2139.59,1334.94,Salaries
10250,45,181.34,14,8160.3,2019-05-11,924,Shipped,Planes,157,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Large,2615.44,1394.17,Marketing
10262,49,134.04,9,6567.96,2019-06-24,881,Cancelled,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,4006.29,1186.13,Raw Materials
10274,41,164.0,1,6724.0,2019-07-21,855,Shipped,Planes,157,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Medium,2423.11,1355.98,Raw Materials
10284,45,127.73,11,5747.85,2019-08-21,825,Shipped,Planes,157,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium,3835.69,2209.27,Marketing
10296,36,157.69,7,5676.84,2019-09-15,801,Shipped,Planes,157,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Medium,1870.29,256.1,Salaries
10307,39,189.23,1,7379.97,2019-10-14,773,Shipped,Planes,157,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Large,3529.8,2138.48,Marketing
10316,27,137.19,9,3704.13,2019-11-01,756,Shipped,Planes,157,S18_1662,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium,4441.57,1669.01,Logistics
10327,25,112.19,6,2804.75,2019-11-10,748,Resolved,Planes,157,S18_1662,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small,528.36,896.49,Marketing
10338,41,137.19,1,5624.79,2019-11-22,737,Shipped,Planes,157,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,2203.1,962.34,Logistics
10351,39,99.52,1,3881.28,2019-12-03,727,Shipped,Planes,157,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,3577.07,2338.2,Utilities
10373,28,57.55,4,1611.4,2020-01-31,669,Shipped,Planes,157,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,2796.95,1027.25,Marketing
10386,25,54.57,7,1364.25,2020-03-01,640,Resolved,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3371.15,923.32,Logistics
10398,33,127.73,11,4215.09,2020-03-30,612,Shipped,Planes,157,S18_1662,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,2396.01,2068.66,Raw Materials
10400,34,189.23,1,6433.82,2020-04-01,611,Shipped,Planes,157,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,3086.59,1669.28,Raw Materials
10416,24,181.34,14,4352.16,2020-05-10,573,Shipped,Planes,157,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,2844.32,1031.04,Salaries
10100,30,171.7,3,5151.0,2018-01-06,1429,Shipped,Vintage Cars,170,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,4167.78,1608.31,Utilities
10110,42,144.5,7,6069.0,2018-03-18,1359,Shipped,Vintage Cars,170,S18_1749,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,3254.42,987.12,Salaries
10124,21,136.0,6,2856.0,2018-05-21,1296,Shipped,Vintage Cars,170,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,3337.6,2050.41,Utilities
10149,34,158.1,11,5375.4,2018-09-12,1183,Shipped,Vintage Cars,170,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium,2588.12,2030.69,Raw Materials
10173,24,146.2,13,3508.8,2018-11-05,1130,Shipped,Vintage Cars,170,S18_1749,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2512.39,1766.0,Logistics
10182,44,171.7,10,7554.8,2018-11-12,1124,Shipped,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,2567.44,1680.83,Salaries
10193,21,149.6,14,3141.6,2018-11-21,1116,Shipped,Vintage Cars,170,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,3394.45,2380.59,Marketing
10204,33,178.5,4,5890.5,2018-12-02,1106,Shipped,Vintage Cars,170,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2579.02,1499.84,Marketing
10214,30,198.9,7,5967.0,2019-01-26,1052,Shipped,Vintage Cars,170,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,3289.77,909.06,Utilities
10227,26,142.8,10,3712.8,2019-03-02,1018,Shipped,Vintage Cars,170,S18_1749,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,5075.4,1724.74,Salaries
10241,41,185.3,2,7597.3,2019-04-13,977,Shipped,Vintage Cars,170,S18_1749,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Large,3871.12,2543.02,Utilities
10280,26,141.1,16,3668.6,2019-08-17,852,Shipped,Vintage Cars,170,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2673.98,992.62,Utilities
10288,32,183.6,5,5875.2,2019-09-01,838,Shipped,Vintage Cars,170,S18_1749,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,4201.21,1319.27,Marketing
10302,43,170.0,1,7310.0,2018-10-06,1169,Shipped,Vintage Cars,170,S18_1749,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Large,2591.92,1708.22,Marketing
10312,48,168.3,17,8078.4,2019-10-21,790,Shipped,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,961.88,1473.05,Utilities
10331,44,74.04,7,3257.76,2019-11-17,764,Shipped,Vintage Cars,170,S18_1749,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,1991.91,1008.85,Raw Materials
10344,45,170.0,1,7650.0,2019-11-25,757,Shipped,Vintage Cars,170,S18_1749,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Large,1129.21,2060.93,Utilities
10367,37,127.13,3,4703.81,2020-01-12,710,Resolved,Vintage Cars,170,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,2648.49,2660.02,Marketing
10379,39,138.45,2,5399.55,2020-02-10,682,Shipped,Vintage Cars,170,S18_1749,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3018.42,1598.07,Salaries
10407,76,185.3,2,14082.8,2020-04-22,611,On Hold,Vintage Cars,170,S18_1749,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Large,4676.44,1047.97,Utilities
10420,37,142.8,5,5283.6,2020-05-29,575,In Process,Vintage Cars,170,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,3326.93,725.52,Raw Materials
10108,38,82.39,2,3130.82,2018-03-03,1394,Shipped,Classic Cars,77,S18_1889,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium,2780.9,1628.99,Salaries
10122,43,72.38,6,3112.34,2018-05-08,1329,Shipped,Classic Cars,77,S18_1889,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Medium,3829.41,2051.94,Utilities
10135,48,79.31,3,3806.88,2018-07-02,1275,Shipped,Classic Cars,77,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,788.86,1737.58,Marketing
10147,26,82.39,3,2142.14,2018-09-05,1211,Shipped,Classic Cars,77,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,3235.61,1498.8,Salaries
10170,20,63.14,2,1262.8,2018-11-04,1152,Shipped,Classic Cars,77,S18_1889,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small,3770.87,1205.36,Raw Materials
10181,22,73.92,10,1626.24,2018-11-12,1145,Shipped,Classic Cars,77,S18_1889,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,1521.41,953.92,Salaries
10192,45,90.86,15,4088.7,2018-11-20,1138,Shipped,Classic Cars,77,S18_1889,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,4143.75,1917.38,Utilities
10203,45,85.47,4,3846.15,2018-12-02,1127,Shipped,Classic Cars,77,S18_1889,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3338.5,1956.89,Raw Materials
10212,20,66.99,14,1339.8,2019-01-16,1083,Shipped,Classic Cars,77,S18_1889,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2584.71,727.14,Logistics
10225,47,64.68,5,3039.96,2019-02-22,1047,Shipped,Classic Cars,77,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,3632.78,2294.92,Logistics
10239,46,73.92,4,3400.32,2019-04-12,999,Shipped,Classic Cars,77,S18_1889,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,5270.69,1787.04,Marketing
10253,23,83.93,9,1930.39,2019-06-01,950,Cancelled,Classic Cars,77,S18_1889,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,3181.87,2199.8,Logistics
10266,33,74.69,10,2464.77,2019-07-06,916,Shipped,Classic Cars,77,S18_1889,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,3248.22,828.94,Raw Materials
10278,29,90.86,10,2634.94,2019-08-06,886,Shipped,Classic Cars,77,S18_1889,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,2540.64,817.09,Logistics
10287,44,82.39,8,3625.16,2019-08-30,863,Shipped,Classic Cars,77,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,2150.16,1425.52,Salaries
10300,41,92.4,1,3788.4,2018-10-04,1194,Shipped,Classic Cars,77,S18_1889,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,3830.34,1751.39,Marketing
10310,20,91.63,6,1832.6,2019-10-16,818,Shipped,Classic Cars,77,S18_1889,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,2143.92,2398.18,Salaries
10321,37,78.54,14,2905.98,2019-11-04,800,Shipped,Classic Cars,77,S18_1889,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,3071.57,1853.04,Utilities
10329,29,101.89,9,2954.81,2019-11-15,790,Shipped,Classic Cars,77,S18_1889,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,2522.34,1378.66,Marketing
10342,55,65.45,1,3599.75,2019-11-24,782,Shipped,Classic Cars,77,S18_1889,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,3478.98,986.82,Salaries
10363,22,167.57,7,3686.54,2020-01-06,740,Shipped,Classic Cars,77,S18_1889,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,3333.66,2115.0,Salaries
10377,31,67.76,4,2100.56,2020-02-09,707,Shipped,Classic Cars,77,S18_1889,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,4037.54,1017.65,Logistics
10389,49,79.22,3,3881.78,2020-03-03,685,Shipped,Classic Cars,77,S18_1889,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,2489.98,2314.23,Salaries
10405,61,73.92,4,4509.12,2020-04-14,644,Shipped,Classic Cars,77,S18_1889,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,2730.13,1357.81,Logistics
10419,39,83.93,9,3273.27,2020-05-17,612,Shipped,Classic Cars,77,S18_1889,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,2021.24,2295.29,Marketing
10109,38,116.65,3,4432.7,2018-03-10,1412,Shipped,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,2555.71,1839.47,Marketing
10122,31,132.29,1,4100.99,2018-05-08,1354,Shipped,Classic Cars,142,S18_1984,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Medium,3377.3,1431.5,Salaries
10136,36,146.52,1,5274.72,2018-07-04,1298,Shipped,Classic Cars,142,S18_1984,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,3756.99,1240.3,Salaries
10148,25,169.28,12,4232.0,2018-09-11,1230,Shipped,Classic Cars,142,S18_1984,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,2077.83,1329.55,Marketing
10161,48,128.03,11,6145.44,2018-10-17,1195,Shipped,Classic Cars,142,S18_1984,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,3869.61,1714.16,Utilities
10171,35,133.72,1,4680.2,2018-11-05,1177,Shipped,Classic Cars,142,S18_1984,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium,4355.64,1538.58,Salaries
10181,21,156.48,5,3286.08,2018-11-12,1171,Shipped,Classic Cars,142,S18_1984,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,3413.43,1203.09,Raw Materials
10192,47,157.9,10,7421.3,2018-11-20,1164,Shipped,Classic Cars,142,S18_1984,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Large,4876.8,1417.18,Utilities
10204,38,169.28,16,6432.64,2018-12-02,1153,Shipped,Classic Cars,142,S18_1984,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2226.21,1539.29,Salaries
10212,41,118.07,9,4840.87,2019-01-16,1109,Shipped,Classic Cars,142,S18_1984,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1755.35,435.63,Utilities
10226,24,162.17,7,3892.08,2019-02-26,1069,Shipped,Classic Cars,142,S18_1984,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,1221.28,1729.08,Utilities
10240,37,149.36,2,5526.32,2019-04-13,1024,Shipped,Classic Cars,142,S18_1984,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium,4496.04,1010.14,Utilities
10253,33,135.14,4,4459.62,2019-06-01,976,Cancelled,Classic Cars,142,S18_1984,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,3654.37,923.33,Utilities
10266,49,126.6,5,6203.4,2019-07-06,942,Shipped,Classic Cars,142,S18_1984,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,2944.42,656.33,Logistics
